age,gender,income,credit_score,transaction_amount,merchant_category,merchant_country,merchant_city,transaction_time,label
65,F,54992,303,4216,Grocery,Mexico,New York,19,0.0
56,F,15804,832,6425,Grocery,USA,Mexico City,21,0.0
58,M,66091,555,4808,Restaurants,Mexico,Los Angeles,22,0.0
42,F,80973,670,6468,Gas,Mexico,Vancouver,13,0.0
60,M,74441,325,3584,Entertainment,USA,Vancouver,18,0.0
46,F,37100,553,6244,Restaurants,Canada,Toronto,1,0.0
57,M,82787,672,1209,Gas,Mexico,Los Angeles,5,0.0
47,F,51406,654,8695,Restaurants,Mexico,Vancouver,5,0.0
30,F,5603,818,5536,Restaurants,Mexico,Mexico City,2,0.0
48,F,37454,866,5537,Gas,USA,Mexico City,0,0.0
67,F,40498,726,7161,Grocery,Canada,New York,22,0.0
57,M,1177,604,9,Grocery,Canada,Toronto,18,0.0
39,F,67776,346,591,Grocery,Canada,Mexico City,14,0.0
20,M,40118,662,7449,Grocery,Mexico,Mexico City,17,0.0
33,M,65926,725,4226,Gas,USA,Mexico City,8,0.0
30,M,31409,865,7155,Restaurants,Mexico,Los Angeles,6,0.0
33,F,55931,581,4564,Gas,Canada,Mexico City,1,0.0
27,F,15183,881,4635,Restaurants,USA,New York,5,0.0
25,M,64993,373,6180,Restaurants,Mexico,Toronto,16,0.0
57,F,76242,331,5555,Restaurants,Canada,New York,19,0.0
40,M,14052,850,5485,Gas,Canada,Los Angeles,13,0.0
62,F,17727,439,9101,Restaurants,Mexico,Vancouver,1,0.0
25,M,78724,651,1608,Gas,USA,New York,15,0.0
41,F,32676,385,8103,Grocery,Canada,Mexico City,23,0.0
44,M,76416,767,8933,Grocery,USA,Mexico City,3,0.0
22,M,96275,819,9215,Gas,Canada,Toronto,15,0.0
55,F,19561,759,9559,Entertainment,Canada,Vancouver,6,0.0
27,M,97150,743,8074,Grocery,USA,New York,16,0.0
65,F,43384,785,5060,Restaurants,USA,Vancouver,23,0.0
37,F,43417,488,2198,Gas,Mexico,Toronto,20,0.0
64,M,56594,772,3165,Entertainment,Canada,Mexico City,17,0.0
20,M,68552,796,9888,Restaurants,Canada,Los Angeles,7,0.0
58,F,47112,411,2359,Restaurants,Canada,Mexico City,20,0.0
43,F,98597,433,234,Gas,Mexico,New York,22,0.0
43,M,5247,445,9912,Entertainment,Mexico,Toronto,10,0.0
23,M,39786,861,1002,Entertainment,Canada,Los Angeles,12,0.0
38,F,47636,678,2439,Gas,Canada,Mexico City,11,0.0
48,M,50106,561,3662,Entertainment,Canada,Toronto,9,0.0
38,M,99893,416,8405,Entertainment,Canada,Toronto,17,0.0
33,F,92782,803,7990,Restaurants,Canada,Toronto,10,0.0
32,M,23582,733,2133,Entertainment,Mexico,Vancouver,5,0.0
22,M,35603,384,8127,Grocery,Mexico,Los Angeles,5,0.0
69,M,91007,669,5507,Entertainment,Mexico,New York,9,0.0
46,F,12225,375,6032,Gas,Canada,Vancouver,9,0.0
60,M,2463,576,2320,Gas,Mexico,Mexico City,9,0.0
68,F,76279,350,706,Grocery,Mexico,Los Angeles,4,0.0
26,F,90584,743,5413,Grocery,Mexico,Los Angeles,12,0.0
30,M,67393,790,7290,Entertainment,Canada,Los Angeles,2,0.0
33,M,75028,819,5138,Grocery,Canada,New York,15,0.0
20,M,57656,438,9486,Entertainment,Mexico,Toronto,3,0.0
36,F,95229,553,6685,Restaurants,Mexico,New York,6,0.0
65,M,70219,566,2710,Entertainment,Canada,New York,1,0.0
53,M,95274,650,9368,Entertainment,Mexico,New York,4,0.0
60,M,13472,587,6617,Grocery,Canada,Toronto,11,0.0
35,M,26215,802,2977,Grocery,Mexico,New York,4,0.0
47,F,63766,593,6160,Restaurants,Canada,New York,14,0.0
59,M,11278,350,7946,Restaurants,Mexico,Los Angeles,18,0.0
47,F,3899,831,5115,Entertainment,Mexico,Vancouver,14,0.0
61,F,66235,897,4413,Entertainment,USA,Toronto,11,0.0
62,M,49861,752,2815,Grocery,Mexico,New York,3,0.0
22,M,56474,629,5397,Restaurants,Mexico,Los Angeles,7,0.0
38,F,6872,653,8120,Grocery,USA,Mexico City,15,0.0
18,M,18753,845,6387,Entertainment,USA,Los Angeles,7,0.0
40,F,71050,518,6240,Restaurants,Mexico,Los Angeles,3,0.0
47,M,66013,673,9288,Grocery,Mexico,Mexico City,1,0.0
25,F,24178,527,6375,Entertainment,Mexico,Mexico City,7,0.0
53,M,5169,524,8623,Grocery,Canada,Toronto,11,0.0
54,M,10384,583,7985,Grocery,USA,Los Angeles,18,0.0
43,F,77881,816,1736,Gas,USA,Los Angeles,13,0.0
31,F,35989,366,1727,Entertainment,Canada,Toronto,20,0.0
50,M,85259,546,5612,Entertainment,Canada,New York,14,0.0
58,F,8113,767,1231,Entertainment,Mexico,New York,11,0.0
55,M,79345,463,986,Entertainment,Mexico,Toronto,22,0.0
64,M,61991,479,6514,Entertainment,USA,New York,22,0.0
26,M,69933,689,7537,Entertainment,USA,Vancouver,13,0.0
22,F,84218,567,8290,Gas,Canada,Vancouver,9,0.0
51,M,42621,620,4749,Grocery,Canada,New York,16,0.0
21,M,4789,732,3733,Entertainment,USA,Vancouver,23,0.0
61,M,24494,576,356,Gas,Mexico,New York,19,0.0
42,M,33399,566,4089,Restaurants,Canada,Los Angeles,20,0.0
35,F,46621,645,9843,Grocery,Mexico,Mexico City,4,0.0
35,F,57567,642,3310,Gas,Mexico,Vancouver,11,0.0
24,F,13036,525,7999,Restaurants,Canada,New York,0,0.0
66,F,16649,677,9507,Entertainment,Canada,New York,10,0.0
42,M,80714,808,3768,Entertainment,Canada,Toronto,6,0.0
57,M,93008,479,3121,Restaurants,Canada,Vancouver,22,0.0
48,F,63486,574,3736,Gas,USA,Los Angeles,7,0.0
50,M,90469,871,2680,Grocery,USA,Vancouver,22,0.0
23,M,22193,541,7318,Restaurants,USA,Mexico City,4,0.0
55,F,57788,639,6955,Grocery,USA,Los Angeles,2,0.0
40,M,68879,609,8571,Entertainment,Canada,Vancouver,9,0.0
69,F,15074,451,3549,Restaurants,Canada,Toronto,8,0.0
53,M,29751,325,3457,Restaurants,Canada,New York,9,0.0
39,F,76911,548,9120,Grocery,USA,Vancouver,16,0.0
43,M,54330,627,4152,Entertainment,USA,Toronto,15,0.0
55,F,63306,849,6289,Gas,USA,Los Angeles,0,0.0
22,F,20952,313,2493,Gas,USA,Toronto,21,0.0
31,M,4008,892,1314,Restaurants,USA,Los Angeles,12,0.0
25,M,94765,763,9671,Grocery,Canada,Los Angeles,1,0.0
37,M,93290,731,2491,Entertainment,Canada,Los Angeles,21,0.0
21,M,26389,461,8528,Grocery,Canada,New York,9,0.0
69,M,81901,815,3203,Entertainment,Canada,Vancouver,9,0.0
35,F,84885,725,7648,Gas,Mexico,Vancouver,21,0.0
33,F,61950,321,4439,Gas,USA,Los Angeles,12,0.0
27,F,17218,473,5953,Entertainment,USA,New York,1,0.0
45,M,15108,311,5930,Grocery,Canada,New York,20,0.0
56,F,7400,357,1009,Gas,USA,Toronto,7,0.0
67,F,43314,787,5024,Grocery,Mexico,Mexico City,20,0.0
58,F,68232,631,9621,Grocery,Mexico,Mexico City,4,0.0
31,M,55625,698,959,Grocery,USA,Los Angeles,19,0.0
61,F,6772,818,2638,Entertainment,Canada,Mexico City,6,0.0
18,M,73969,782,8580,Gas,Canada,Los Angeles,20,0.0
32,F,78375,864,9125,Gas,Mexico,Vancouver,7,0.0
63,F,72102,897,1484,Restaurants,USA,Mexico City,22,0.0
28,M,24475,899,8641,Gas,Mexico,New York,11,0.0
42,F,43427,407,3042,Grocery,Mexico,Toronto,15,0.0
57,M,20863,313,1832,Gas,Mexico,Los Angeles,16,0.0
42,F,47390,775,6565,Entertainment,Canada,Vancouver,7,0.0
19,M,88794,623,4442,Grocery,Mexico,Los Angeles,15,0.0
19,M,70213,865,4155,Gas,Mexico,Vancouver,3,0.0
49,F,82061,343,7648,Entertainment,USA,Mexico City,17,0.0
32,M,35703,355,6733,Entertainment,Mexico,Toronto,18,0.0
57,F,2973,306,1017,Grocery,Mexico,Mexico City,6,0.0
26,M,13615,575,7618,Restaurants,USA,Vancouver,0,0.0
37,F,95532,322,868,Entertainment,Canada,Mexico City,12,0.0
64,M,72388,794,7793,Entertainment,Mexico,Los Angeles,6,0.0
65,F,57583,648,5476,Gas,Canada,Vancouver,20,0.0
39,F,17521,893,2540,Restaurants,Canada,New York,20,0.0
38,M,45301,824,4036,Entertainment,USA,New York,2,0.0
55,F,99687,804,3917,Grocery,Canada,Mexico City,5,0.0
49,M,96792,777,9199,Gas,Mexico,Los Angeles,1,0.0
49,F,73653,425,4146,Gas,USA,Vancouver,8,0.0
18,M,58919,437,8546,Entertainment,Mexico,Mexico City,11,0.0
39,F,83296,887,4716,Gas,Mexico,Mexico City,17,0.0
38,M,57914,690,8602,Entertainment,USA,Los Angeles,15,0.0
40,F,10700,534,3536,Restaurants,Canada,Toronto,7,0.0
23,F,86424,388,1643,Grocery,USA,Vancouver,5,0.0
49,M,82427,574,4091,Restaurants,USA,New York,21,0.0
67,M,66597,572,7013,Restaurants,Mexico,Vancouver,15,0.0
54,M,27238,665,1855,Grocery,Mexico,Toronto,2,0.0
22,F,38923,568,6924,Entertainment,Canada,Vancouver,12,0.0
58,F,15048,333,6087,Entertainment,Canada,Vancouver,11,0.0
39,M,16172,703,1071,Restaurants,Canada,Vancouver,18,0.0
25,F,96865,870,7169,Restaurants,Mexico,Mexico City,21,0.0
42,F,38122,643,6164,Grocery,Mexico,Mexico City,11,0.0
61,M,95573,690,3338,Grocery,USA,Toronto,5,0.0
36,M,6109,656,606,Gas,Canada,Toronto,1,0.0
33,M,1314,543,5216,Gas,Mexico,Toronto,1,0.0
52,M,30719,348,7674,Entertainment,Mexico,Los Angeles,7,0.0
64,F,84371,351,2367,Entertainment,USA,Los Angeles,23,0.0
27,F,43814,531,5023,Restaurants,Canada,Toronto,5,0.0
29,F,64601,642,5542,Restaurants,USA,Mexico City,13,0.0
44,F,75348,673,8532,Restaurants,USA,Mexico City,4,0.0
59,F,53360,663,66,Grocery,Canada,New York,5,0.0
54,F,50667,858,9516,Gas,USA,Toronto,7,0.0
41,F,19755,852,1710,Gas,Canada,New York,10,0.0
40,M,8008,686,4318,Gas,USA,Toronto,12,0.0
40,M,8708,718,8803,Grocery,USA,Mexico City,0,0.0
52,M,7300,701,9208,Restaurants,Canada,Toronto,13,0.0
42,F,1166,874,7142,Grocery,Canada,Toronto,15,0.0
64,F,83202,751,1124,Gas,USA,Los Angeles,1,0.0
43,M,60696,476,2660,Grocery,Mexico,Vancouver,10,0.0
36,M,57572,425,964,Gas,USA,Vancouver,10,0.0
54,M,5567,647,8203,Grocery,Canada,Mexico City,8,0.0
47,F,11938,582,3973,Gas,USA,Vancouver,17,0.0
24,F,22774,613,8909,Entertainment,Mexico,New York,23,0.0
37,F,90367,463,8077,Gas,USA,Vancouver,2,0.0
62,M,17253,420,6490,Entertainment,Canada,Vancouver,12,0.0
37,M,9643,376,7019,Restaurants,Mexico,Toronto,18,0.0
35,F,10098,801,6859,Gas,Canada,Mexico City,7,0.0
66,M,94441,496,9062,Grocery,Mexico,New York,1,0.0
59,M,66601,585,5005,Entertainment,USA,Toronto,10,0.0
29,F,12998,583,3094,Restaurants,USA,Vancouver,17,0.0
58,F,33379,599,6610,Gas,Mexico,Los Angeles,9,0.0
60,M,54580,425,3214,Entertainment,Canada,Los Angeles,11,0.0
43,F,14278,824,4621,Entertainment,Mexico,New York,23,0.0
39,F,41146,613,6822,Entertainment,Mexico,Vancouver,10,0.0
29,M,89946,568,7337,Gas,USA,Vancouver,14,0.0
65,M,96509,643,9064,Grocery,Mexico,Vancouver,3,0.0
51,F,67748,309,24,Restaurants,Mexico,New York,6,0.0
37,F,82754,646,1266,Restaurants,Mexico,New York,16,0.0
22,F,78180,357,7680,Gas,Canada,New York,20,0.0
47,M,14929,824,1091,Entertainment,USA,Vancouver,1,0.0
19,F,31296,438,7826,Entertainment,Canada,Vancouver,7,0.0
69,M,38454,618,6335,Restaurants,Mexico,New York,13,0.0
45,F,35177,339,1410,Gas,Canada,Vancouver,2,0.0
24,F,87624,443,2241,Gas,USA,New York,9,0.0
50,M,47321,592,9722,Entertainment,Mexico,Mexico City,10,0.0
66,M,76731,706,6059,Entertainment,Canada,Vancouver,7,0.0
64,F,59602,551,8237,Entertainment,USA,Los Angeles,13,0.0
58,M,96808,631,6572,Entertainment,Canada,New York,23,0.0
37,M,32833,651,1855,Gas,USA,Mexico City,12,0.0
59,M,58515,523,7772,Gas,Canada,Vancouver,17,0.0
42,M,31196,390,5903,Restaurants,Mexico,Toronto,7,0.0
29,F,88462,351,672,Gas,Canada,Vancouver,10,0.0
39,M,81204,652,8721,Restaurants,Mexico,Los Angeles,8,0.0
40,F,16309,659,9017,Grocery,Mexico,Vancouver,15,0.0
18,M,70845,319,3905,Entertainment,Mexico,Los Angeles,13,0.0
67,F,41824,454,5741,Restaurants,Canada,Mexico City,20,0.0
38,F,2558,747,3189,Restaurants,Mexico,Mexico City,17,0.0
51,F,55675,326,7791,Entertainment,USA,Toronto,1,0.0
31,F,78138,314,174,Gas,USA,New York,4,0.0
44,F,61750,809,6163,Gas,USA,New York,12,0.0
20,F,44872,431,2494,Grocery,Canada,New York,15,0.0
37,M,27484,604,7961,Entertainment,USA,Los Angeles,12,0.0
45,F,32105,781,9967,Gas,Canada,Los Angeles,21,0.0
37,M,56434,555,7222,Gas,USA,Toronto,11,0.0
62,M,20965,734,2141,Grocery,USA,Vancouver,13,0.0
20,F,75496,356,2236,Gas,USA,New York,0,0.0
33,M,55529,328,1381,Restaurants,Canada,Mexico City,18,0.0
65,M,58473,730,2400,Entertainment,USA,Mexico City,15,0.0
59,F,55864,854,9965,Entertainment,Mexico,Vancouver,14,0.0
27,F,80216,553,8013,Entertainment,USA,New York,20,0.0
39,F,70474,399,2131,Grocery,Mexico,Los Angeles,5,0.0
64,M,52865,863,8443,Entertainment,USA,Los Angeles,19,0.0
23,M,91311,650,2898,Entertainment,Mexico,Los Angeles,8,0.0
67,M,71548,448,5441,Grocery,Mexico,Los Angeles,21,0.0
43,F,71276,399,344,Grocery,Mexico,Los Angeles,15,0.0
24,M,64336,800,8445,Entertainment,Mexico,Los Angeles,3,0.0
41,F,73185,503,5055,Gas,Mexico,Los Angeles,22,0.0
67,F,51540,443,5771,Gas,Canada,Toronto,19,0.0
35,M,24784,343,6304,Gas,Canada,Vancouver,18,0.0
21,M,7141,542,3677,Entertainment,Mexico,Vancouver,0,0.0
67,M,9735,523,1991,Gas,Mexico,Los Angeles,14,0.0
32,M,47587,590,5825,Entertainment,Mexico,New York,16,0.0
37,M,69516,391,9847,Gas,Canada,Vancouver,7,0.0
30,F,7022,899,7408,Grocery,Canada,New York,16,0.0
37,M,12550,779,721,Gas,Mexico,Toronto,21,0.0
54,M,32401,784,1077,Entertainment,Mexico,Mexico City,21,0.0
58,M,11914,517,6158,Entertainment,Canada,Toronto,4,0.0
48,M,87701,542,3694,Grocery,Mexico,Los Angeles,8,0.0
45,M,33290,585,2240,Entertainment,Canada,Toronto,18,0.0
42,F,80420,506,513,Gas,USA,Vancouver,20,0.0
61,M,14030,735,9402,Entertainment,Mexico,Toronto,16,0.0
53,M,99672,799,6211,Entertainment,Mexico,Mexico City,2,0.0
68,F,72928,858,6140,Restaurants,USA,Toronto,14,0.0
23,F,74819,666,1322,Restaurants,Canada,Mexico City,8,0.0
35,M,39425,317,7389,Gas,Mexico,New York,12,0.0
22,F,33799,321,1498,Gas,Canada,Los Angeles,6,0.0
47,M,39327,330,876,Grocery,Canada,Toronto,12,0.0
18,F,20122,858,4524,Restaurants,Canada,New York,18,0.0
40,M,79792,834,2822,Entertainment,Mexico,New York,20,0.0
18,F,80962,664,3277,Entertainment,Canada,New York,0,0.0
39,M,4790,361,4195,Restaurants,USA,Toronto,8,0.0
60,F,93835,884,1868,Grocery,USA,Toronto,20,0.0
44,F,69279,780,7822,Restaurants,Canada,Mexico City,16,0.0
59,M,17666,339,6627,Restaurants,USA,Los Angeles,15,0.0
63,M,41727,444,2774,Entertainment,Canada,New York,10,0.0
27,M,21609,580,9991,Grocery,USA,Los Angeles,12,0.0
28,F,63709,609,7984,Restaurants,USA,New York,17,0.0
42,M,81060,491,1819,Restaurants,Canada,Los Angeles,0,0.0
49,M,14348,694,3878,Gas,USA,Los Angeles,1,0.0
35,F,30561,894,1463,Restaurants,USA,Toronto,9,0.0
18,F,96546,321,794,Entertainment,USA,New York,6,0.0
64,F,4295,508,9402,Gas,USA,New York,16,0.0
18,M,60581,799,530,Entertainment,Mexico,Los Angeles,7,0.0
57,M,1978,825,3791,Grocery,USA,Vancouver,16,0.0
36,M,85472,367,4631,Restaurants,USA,Los Angeles,0,0.0
34,M,96612,570,4852,Restaurants,Canada,New York,23,0.0
19,M,60728,666,2583,Gas,Canada,Los Angeles,4,0.0
24,F,18639,459,2824,Entertainment,Mexico,Vancouver,7,0.0
38,F,7406,795,5140,Gas,Canada,Mexico City,21,0.0
63,M,98338,821,9775,Gas,USA,Mexico City,22,0.0
18,M,42880,842,8712,Restaurants,Mexico,Los Angeles,6,0.0
35,M,55978,738,3697,Grocery,Canada,Vancouver,3,0.0
66,M,92312,553,4334,Gas,USA,New York,15,0.0
30,M,23286,646,2678,Entertainment,USA,Toronto,14,0.0
48,M,32226,706,1524,Entertainment,Mexico,Toronto,9,0.0
51,M,15587,495,4071,Entertainment,Mexico,Los Angeles,21,0.0
47,M,1458,484,3144,Gas,USA,Vancouver,20,0.0
39,M,24445,585,3972,Grocery,USA,Toronto,22,0.0
31,M,97436,501,2808,Grocery,USA,Vancouver,23,0.0
64,F,8983,724,4026,Gas,Mexico,Toronto,10,0.0
27,M,63760,433,1376,Entertainment,Mexico,Los Angeles,11,0.0
42,M,50166,637,5281,Grocery,USA,Mexico City,14,0.0
64,M,78487,411,1752,Entertainment,Mexico,Los Angeles,12,0.0
37,F,70383,354,7944,Gas,USA,Toronto,4,0.0
58,F,47423,629,2096,Restaurants,Canada,New York,16,0.0
54,F,73924,799,7775,Entertainment,Canada,Mexico City,6,0.0
34,M,56213,320,2585,Grocery,Mexico,Mexico City,19,0.0
36,M,93187,483,7359,Restaurants,Mexico,Los Angeles,17,0.0
33,M,12150,616,5324,Entertainment,USA,New York,21,0.0
47,F,30123,736,9996,Grocery,Canada,Vancouver,6,0.0
29,F,24006,303,1249,Grocery,Mexico,Vancouver,21,0.0
55,M,94476,885,8320,Gas,USA,Los Angeles,16,0.0
41,M,88629,744,4388,Entertainment,Mexico,New York,23,0.0
60,M,26925,643,8283,Grocery,Canada,New York,12,0.0
62,F,69105,584,2008,Grocery,USA,Los Angeles,3,0.0
27,F,41815,458,177,Gas,Canada,New York,13,0.0
57,F,6279,714,3299,Entertainment,USA,Mexico City,9,0.0
34,F,45153,710,7741,Restaurants,Mexico,Vancouver,21,0.0
41,M,89741,308,1461,Gas,USA,Mexico City,20,0.0
59,F,9038,790,8717,Restaurants,Canada,Toronto,14,0.0
54,M,89894,642,6247,Gas,Canada,Toronto,12,0.0
40,M,11419,863,7264,Entertainment,Canada,New York,22,0.0
26,F,56386,716,9690,Entertainment,USA,Vancouver,3,0.0
54,M,85169,720,4831,Gas,Mexico,Toronto,11,0.0
46,M,90528,545,3442,Grocery,Canada,New York,2,0.0
62,F,11390,587,7852,Gas,USA,New York,20,0.0
68,F,34142,828,963,Entertainment,Mexico,Los Angeles,9,0.0
32,M,11355,394,4407,Gas,Canada,Los Angeles,14,0.0
20,M,19583,861,5356,Gas,Mexico,New York,17,0.0
39,F,81612,391,8950,Gas,Mexico,Los Angeles,0,0.0
62,M,14933,862,9067,Grocery,Canada,New York,0,0.0
41,F,36640,702,2246,Restaurants,Canada,New York,7,0.0
62,M,3663,756,9496,Grocery,Mexico,Mexico City,5,0.0
30,M,37241,630,2224,Grocery,USA,Mexico City,18,0.0
66,F,36167,393,5683,Entertainment,Mexico,Vancouver,22,0.0
59,M,35285,485,133,Entertainment,Canada,Mexico City,11,0.0
65,F,30986,741,6156,Grocery,Canada,Toronto,14,0.0
31,F,83569,651,9497,Gas,Mexico,Toronto,1,0.0
38,M,19903,403,1267,Restaurants,Mexico,New York,10,0.0
44,F,2970,794,9531,Restaurants,Mexico,Toronto,13,0.0
41,M,59257,504,5752,Grocery,Mexico,Toronto,2,0.0
65,F,28731,646,3863,Restaurants,Canada,Los Angeles,0,0.0
45,F,44228,365,9550,Grocery,Mexico,Toronto,18,0.0
24,M,14141,669,3747,Grocery,Mexico,Toronto,13,0.0
45,F,74928,835,1578,Gas,Canada,Los Angeles,9,0.0
62,M,15733,500,7112,Restaurants,Mexico,New York,5,0.0
56,M,42671,474,8622,Gas,USA,New York,11,0.0
40,M,37019,888,4739,Restaurants,Mexico,New York,4,0.0
36,F,43970,827,955,Gas,USA,New York,2,0.0
57,F,77274,549,1007,Grocery,Canada,Toronto,1,0.0
69,M,30965,857,3273,Gas,Canada,Toronto,7,0.0
69,M,21392,416,5641,Gas,Canada,Vancouver,16,0.0
27,F,78600,521,5977,Entertainment,Mexico,Mexico City,4,0.0
24,M,34869,439,9235,Entertainment,Mexico,New York,20,0.0
22,F,95398,713,522,Gas,Mexico,New York,11,0.0
57,F,89365,329,4851,Restaurants,Canada,Vancouver,0,0.0
52,F,67547,323,7986,Entertainment,Mexico,New York,13,0.0
51,F,86794,520,2056,Grocery,Mexico,Mexico City,15,0.0
61,M,10916,789,3665,Entertainment,Canada,Vancouver,22,0.0
25,M,78607,410,5177,Grocery,Canada,Toronto,23,0.0
20,M,29739,810,8184,Restaurants,Canada,Mexico City,18,0.0
35,M,71146,453,6964,Entertainment,Mexico,Los Angeles,19,0.0
69,F,4417,871,3904,Restaurants,USA,Toronto,18,0.0
23,F,51703,563,6153,Gas,USA,Vancouver,17,0.0
35,F,52004,378,1976,Entertainment,USA,Vancouver,18,0.0
67,F,88888,882,9059,Restaurants,Canada,New York,3,0.0
46,M,6919,787,674,Restaurants,USA,New York,16,0.0
45,F,22058,820,1577,Gas,USA,Mexico City,12,0.0
31,F,74347,323,6132,Restaurants,USA,New York,16,0.0
21,M,64526,624,6959,Grocery,Mexico,Los Angeles,6,0.0
33,M,93792,530,606,Entertainment,Canada,Vancouver,15,0.0
65,M,23668,319,6172,Gas,Canada,New York,2,0.0
56,F,73546,425,1984,Gas,Canada,New York,18,0.0
28,F,17392,790,5119,Restaurants,Canada,New York,2,0.0
20,F,57931,395,3304,Restaurants,Mexico,Toronto,10,0.0
52,F,29062,387,8236,Restaurants,Mexico,Mexico City,18,0.0
43,F,54997,645,5633,Restaurants,Mexico,Mexico City,3,0.0
24,M,84219,505,3552,Restaurants,Canada,New York,7,0.0
61,M,4802,799,8651,Grocery,Mexico,Mexico City,12,0.0
38,F,23098,331,2371,Restaurants,USA,New York,11,0.0
56,F,75710,501,3476,Restaurants,USA,New York,9,0.0
21,M,38585,758,4979,Entertainment,Canada,Mexico City,6,0.0
33,F,31114,856,6723,Gas,USA,Los Angeles,4,0.0
49,M,72304,721,8877,Gas,USA,Los Angeles,0,0.0
24,F,83568,812,1048,Restaurants,Mexico,New York,23,0.0
63,F,86600,581,9613,Entertainment,USA,Toronto,9,0.0
19,M,8266,566,2915,Entertainment,USA,Toronto,11,0.0
53,F,79536,669,5170,Restaurants,Mexico,Vancouver,21,0.0
42,M,69610,365,3282,Gas,Mexico,Toronto,12,0.0
47,F,85673,751,6108,Gas,Canada,Mexico City,18,0.0
53,M,8044,704,4339,Restaurants,Mexico,Los Angeles,7,0.0
61,M,26092,763,1876,Restaurants,Mexico,New York,18,0.0
26,F,6452,805,1275,Restaurants,USA,Los Angeles,1,0.0
44,M,21334,697,7451,Gas,Mexico,Los Angeles,6,0.0
61,F,5763,609,3900,Restaurants,Mexico,Los Angeles,15,0.0
25,F,80224,834,9681,Grocery,USA,Toronto,22,0.0
67,M,58684,742,7914,Grocery,USA,Los Angeles,3,0.0
37,F,23625,504,1388,Entertainment,Mexico,Toronto,10,0.0
18,M,69272,398,6828,Entertainment,Canada,Vancouver,6,0.0
20,F,83017,325,7471,Entertainment,USA,Mexico City,17,0.0
61,M,41228,597,5784,Entertainment,Canada,Los Angeles,16,0.0
53,M,56165,727,6210,Entertainment,Canada,Toronto,19,0.0
28,M,16639,709,4764,Entertainment,Canada,Mexico City,22,0.0
56,M,23319,825,2075,Entertainment,USA,Los Angeles,5,0.0
22,M,19399,835,8714,Entertainment,USA,Toronto,15,0.0
28,F,93232,481,4055,Entertainment,Canada,New York,12,0.0
40,M,14732,486,7052,Gas,Mexico,Los Angeles,2,0.0
35,F,29142,372,2470,Gas,Mexico,Toronto,8,0.0
56,F,28623,514,17,Grocery,Mexico,Mexico City,5,0.0
69,M,26392,862,4186,Gas,Mexico,New York,6,0.0
35,M,57570,520,8370,Grocery,Mexico,Vancouver,5,0.0
55,F,75404,310,8727,Gas,Canada,New York,1,0.0
55,M,45388,672,8796,Grocery,Canada,Vancouver,3,0.0
44,M,46507,669,3477,Gas,USA,Vancouver,12,0.0
22,F,87771,767,4093,Entertainment,USA,Toronto,8,0.0
50,F,87915,710,5463,Restaurants,USA,Mexico City,23,0.0
62,M,72247,485,9772,Grocery,USA,Vancouver,21,0.0
45,F,87025,867,6259,Entertainment,Canada,Vancouver,19,0.0
42,M,39147,846,2934,Restaurants,USA,Los Angeles,20,0.0
64,F,11675,859,4305,Grocery,USA,Mexico City,0,0.0
31,M,22003,759,3299,Grocery,Canada,Mexico City,6,0.0
30,M,35202,544,6885,Entertainment,Mexico,Toronto,23,0.0
35,M,73221,417,1955,Gas,USA,Mexico City,5,0.0
23,M,58759,804,5521,Grocery,Canada,Mexico City,21,0.0
69,F,98134,768,5642,Gas,USA,Vancouver,2,0.0
37,M,49503,386,9554,Entertainment,USA,New York,13,0.0
40,F,19522,652,1503,Gas,Canada,Toronto,12,0.0
64,M,92296,323,2604,Entertainment,USA,Toronto,0,0.0
27,M,83628,509,134,Grocery,Canada,New York,1,0.0
27,M,88938,723,4725,Gas,USA,Mexico City,1,1.0
68,F,44745,316,2060,Restaurants,Canada,Vancouver,13,0.0
26,M,40652,736,6814,Restaurants,USA,Mexico City,11,0.0
23,M,12907,892,8256,Restaurants,Canada,Mexico City,8,0.0
67,F,69142,699,7357,Entertainment,USA,Mexico City,18,0.0
41,M,1565,747,1987,Restaurants,Canada,New York,8,0.0
54,F,58795,325,3019,Entertainment,Mexico,Vancouver,13,0.0
41,M,7521,535,479,Entertainment,USA,Toronto,15,0.0
43,F,33621,596,7195,Gas,Mexico,Vancouver,8,0.0
18,M,15017,614,4815,Restaurants,USA,Vancouver,2,0.0
46,F,15175,415,3984,Gas,Canada,Toronto,3,0.0
36,M,14458,498,2712,Entertainment,Mexico,Los Angeles,9,0.0
23,F,2753,730,3558,Grocery,Canada,Toronto,18,0.0
20,F,6690,386,5858,Entertainment,Mexico,Los Angeles,6,1.0
66,M,71998,863,2003,Entertainment,USA,Los Angeles,19,0.0
45,M,76082,775,8195,Gas,Mexico,Mexico City,22,0.0
39,M,69813,560,6730,Entertainment,USA,New York,13,0.0
23,F,46923,408,8100,Restaurants,Canada,Vancouver,10,0.0
45,M,14509,559,481,Restaurants,Canada,Toronto,3,0.0
27,M,68893,616,6414,Grocery,Mexico,Los Angeles,9,0.0
46,M,1761,676,7026,Restaurants,Canada,Mexico City,20,0.0
55,F,94014,575,1886,Grocery,Mexico,Toronto,12,0.0
34,F,33005,568,1715,Gas,USA,Vancouver,1,0.0
40,F,32142,327,7432,Grocery,USA,Los Angeles,19,0.0
56,M,56759,843,6651,Entertainment,Mexico,Mexico City,7,0.0
55,M,78117,418,6440,Gas,USA,New York,4,0.0
